person_name,title,first_name,middle_name,last_name,primary_role,all_roles,church_count,churches,church_names,city_count,cities,states,pdf_count,bulletin_count_with_date,earliest_bulletin,latest_bulletin,active_2026,active_2025,active_2024,years_active,confidence
Philip Reilly,Monsignor; Msgr.,Philip,,Reilly,Monsignor,Monsignor,9,us-ca-descanso-our-lady-of-light-bbbfc11b; us-il-grantfork-st-gertrude-92182b91; us-il-pierron-immaculate-conception-e3a611fa; us-il-pocahontas-st-nicholas-c33f925d; us-ny-brooklyn-church-of-the-resurrection-678c6fe2; us-ny-brooklyn-resurrection-good-shepherd-resurrection-parish-2aa22504; us-ny-freeport-our-holy-redeemer-e2a1ffb8; us-ny-garden-city-st-anne-2c1cf829; us-ny-woodside-blessed-virgin-mary-help-of-christians-maría-auxiliadora-06da3405,Blessed Virgin Mary Help of Christians; Immaculate Conception; Our Holy Redeemer; Our Lady of Light; Resurrection; Resurrection [Good Shepherd-Resurrection Parish]; St. Anne; St. Gertrude; St. Nicholas,8,Brooklyn; Descanso; Freeport; Garden City; Grantfork; Pierron; Pocahontas; Woodside,california; illinois; new_york,9,4,2023-01-29,2026-01-01,True,True,True,2023; 2024; 2025; 2026,high
Philip Ricci,Monsignor,Philip,,Ricci,Monsignor,Monsignor,1,us-pa-north-wales-mary-mother-of-the-redeemer-4245f6c4,"Mary, Mother of the Redeemer",1,North Wales,pennsylvania,1,1,2026-02-22,2026-02-22,True,False,False,2026,high
Philip Ripley,Br.,Philip,,Ripley,Brother,Brother,3,us-in-saint-meinrad-our-lady-of-monte-cassino-shrine-140fceea; us-in-saint-meinrad-saint-meinrad-archabbey-our-lady-of-einsiedeln-church-c5353a66; us-in-st-meinrad-archabbatial-church-of-our-lady-of-einsiedeln-758556c5,"Archabbatial Church of Our Lady of Einsiedeln; Our Lady of Monte Cassino Shrine; St. Meinrad Archabbey, Our Lady of Einsiedeln Church",2,Saint Meinrad; St. Meinrad,indiana,3,0,,,False,False,False,,high
Philip Rogers,Fr.,Philip,,Rogers,Priest,Priest,2,us-oh-struthers-holy-trinity-8fb75c49; us-oh-struthers-st-nicholas-19719489,Holy Trinity; St. Nicholas,1,Struthers,ohio,2,1,2025-06-08,2025-06-08,False,True,False,2025,high
Philip Rogier,Deacon,Philip,,Rogier,Deacon,Deacon,4,us-in-loogootee-saint-john-fe2e5827; us-in-loogootee-saint-joseph-9c11f846; us-in-loogootee-st-martin-hall-5dccd45d; us-in-shoals-st-marys-hall-immaculate-conception-d8eb75f5,St Martin Hall; St. John; St. Joseph; St. Mary (Immaculate Conception),2,Loogootee; Shoals,indiana,4,1,2024-06-23,2024-06-23,False,False,True,2024,high
Philip S. Llanos,Fr.,Philip,S.,Llanos,Priest,Priest,1,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1,St. Barnabas Catholic Church,1,Long Beach,california,1,1,2025-07-20,2025-07-20,False,True,False,2025,high
Philip S. Majka,Rev.,Philip,S.,Majka,Priest,Priest,1,us-va-lake-ridge-st-elizabeth-ann-seton-54101808,St. Elizabeth Ann Seton,1,Lake Ridge,virginia,1,1,2023-05-01,2023-05-01,False,False,False,2023,high
Philip Sandrick,Rev.,Philip,,Sandrick,Priest,Priest,1,us-ct-ansonia-ss-peter-and-paul-ukrainian-d5bb9300,Ss. Peter and Paul (Ukrainian),1,Ansonia,connecticut,1,1,2023-03-12,2023-03-12,False,False,False,2023,high
Philip Schulze,Father,Philip,,Schulze,Priest,Priest,1,us-ct-plainville-our-lady-of-mercy-catholic-church-c5fc6cb6,Our Lady of Mercy Church,1,Plainville,connecticut,1,1,2022-01-09,2022-01-09,False,False,False,2022,high
Philip Scott,Father; Fr.,Philip,,Scott,Priest,Priest,15,us-mo-argyle-st-aloysius-374cdaea; us-mo-baring-church-of-st-aloysius-68fa87a5; us-mo-fayette-st-joseph-e52af6da; us-mo-fulton-st-peter-338185a4; us-mo-jefferson-city-cathedral-of-st-joseph-b8d6f7f8; us-mo-jefferson-city-st-joseph-91bfd482; us-mo-koeltztown-st-boniface-a38c70b1; us-mo-linn-st-george-1ed776cc; us-mo-russellville-st-michael-aa5a7dad; us-ny-west-islip-our-lady-of-lourdes-531e8115; us-ny-west-islip-our-lady-of-lourdes-catholic-church-6a5f1729; us-or-portland-all-saints-parish-0534386f; us-or-portland-ascension-catholic-church-d2823dce; us-or-portland-ascension-e7e90e8b; us-va-annandale-epiphany-of-our-lord-e15f3ce4,All Saints; Ascension; Ascension Catholic Church; Cathedral of St Joseph; Cathedral of St. Joseph; Epiphany of Our Lord; Our Lady of Lourdes; Our Lady of Lourdes Catholic Church; St. Aloysius; St. Boniface; St. George; St. Joseph; St. Michael; St. Peter,11,Annandale; Argyle; Baring; Fayette; Fulton; Jefferson City; Koeltztown; Linn; Portland; Russellville; West Islip,missouri; new_york; oregon; virginia,15,5,2019-06-02,2025-08-01,False,True,True,2019; 2023; 2024; 2025,high
Philip Seeton,Reverend,Philip,,Seeton,Priest,Priest,1,us-ok-lawton-holy-family-ruthenian-4326bdcf,Holy Family,1,Lawton,oklahoma,2,0,,,False,False,False,,high
Philip Seher,Fr.,Philip,,Seher,Priest,Priest,3,us-oh-cincinnati-oratory-of-st-john-vianney-at-st-anthony-581e2ad8; us-oh-cincinnati-st-cecilia-d6257a2b; us-oh-hyde-park-st-mary-43662c3c,St. Anthony Parish; St. Cecilia; St. Mary,2,Cincinnati; Hyde Park,ohio,3,2,2026-02-15,2026-02-20,True,False,False,2026,high
Philip Sirk,Deacon,Philip,,Sirk,Deacon,Deacon,1,us-mi-benton-harbor-ss-john-bernard-parish-0dfe8ae8,St John & Bernard Catholic Parish,1,Benton Harbor,michigan,1,1,2024-11-10,2024-11-10,False,False,True,2024,high
Philip Smith,Fr.; Rev.,Philip,,Smith,Pastor,Pastor; Priest,5,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d; us-oh-kalida-st-michael-627df776; us-oh-toledo-our-lady-queen-of-the-most-holy-rosary-8f7a425a; us-oh-toledo-st-joseph-latin-mass-parish-54cfc907,"Our Lady, Queen of the Most Holy Rosary Cathedral; San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St Michael's; St. Edward the Confessor; St. Joseph (Latin Mass Parish)",3,Dana Point; Kalida; Toledo,california; ohio,5,0,,,False,False,False,,high
Philip Sosa,Rev.,Philip,,Sosa,Priest,Priest,1,us-mo-saint-louis-st-wenceslaus-5ce2416d,St. Wenceslaus,1,Saint Louis,missouri,1,1,2026-02-22,2026-02-22,True,False,False,2026,high
Philip Sullivan,Father; Fr.,Philip,,Sullivan,Priest,Priest,2,us-ca-alhambra-carmel-of-st-teresa-dcb2fd06; us-ca-alhambra-st-therese-catholic-church-7c637cb7,Carmel of St Teresa; St. Therese Roman Catholic Church,1,Alhambra,california,2,0,,,False,False,False,,high
Philip Suth,Fr.,Philip,,Suth,Priest,Priest,1,us-ny-horseheads-st-mary-our-mother-07e7bedb,St. Mary Our Mother,1,Horseheads,new_york,1,1,2025-05-11,2025-05-11,False,True,False,2025,high
Philip Sutherland,Fr.,Philip,,Sutherland,Priest,Priest,4,us-ny-hornell-our-lady-of-the-valley-paris-st-ann-41ecefc3; us-ny-hornell-saint-ann-roman-catholic-church-392232d5; us-ny-horseheads-st-mary-our-mother-07e7bedb; us-ny-rexville-our-lady-of-the-valley-parish-st-mary-7a5a5909,Our Lady of the Valley Parish; Saint Ann Roman Catholic Church; St. Mary Our Mother; St. Marys Church,3,Hornell; Horseheads; Rexville,new_york,4,2,2025-04-20,2025-05-11,False,True,False,2025,high
Philip Timko,Fr.,Philip,,Timko,Priest,Priest,2,us-il-elmhurst-mary-queen-of-heaven-dd003fba; us-il-villa-park-st-alexander-6569291e,Mary Queen of Heaven; St. Alexander,2,Elmhurst; Villa Park,illinois,2,1,2025-11-01,2025-11-01,False,True,False,2025,high
Philip Timlin,Rev.,Philip,,Timlin,Priest,Priest,11,us-fl-bunnell-st-stephen-34c398f9; us-fl-callahan-our-lady-of-consolation-675274a8; us-fl-cross-city-holy-cross-catholic-mission-ecb8119d; us-fl-interlachen-st-john-the-evangelist-ba31bc21; us-fl-jacksonville-crucifixion-b3b7b2d6; us-fl-jacksonville-holy-rosary-4d991813; us-fl-jacksonville-naval-station-mayport-holy-family-by-the-sea-641ec31f; us-fl-jacksonville-st-ephrem-syrian-582cdbbe; us-fl-jacksonville-st-francis-choe-korean-f14317dd; us-fl-mayo-our-lady-of-guadalupe-6448e1c6; us-fl-st-augustine-flagler-college-newman-center-0f35b9b7,Crucifixion; Flagler College Newman Center; Holy Cross Catholic Mission; Holy Rosary; Korean Chapel of St. Francis Choe; Mission of Our Lady of Guadalupe; Naval Station Mayport (Holy Family by the Sea); Our Lady of Consolation; St. Ephrem (Syrian); St. John the Evangelist; St. Stephen,7,Bunnell; Callahan; Cross City; Interlachen; Jacksonville; Mayo; St. Augustine,florida,11,1,2025-09-01,2025-09-01,False,True,False,2025,high
Philip Tobin,Sr.,Philip,,Tobin,Sister,Sister,1,us-ny-forest-hills-our-lady-of-mercy-ae61cd11,Our Lady of Mercy,1,Forest Hills,new_york,1,1,2025-10-01,2025-10-01,False,True,False,2025,high
Philip Torres,Rev.,Philip,,Torres,Priest,Priest,11,us-fl-bunnell-st-stephen-34c398f9; us-fl-callahan-our-lady-of-consolation-675274a8; us-fl-cross-city-holy-cross-catholic-mission-ecb8119d; us-fl-interlachen-st-john-the-evangelist-ba31bc21; us-fl-jacksonville-crucifixion-b3b7b2d6; us-fl-jacksonville-holy-rosary-4d991813; us-fl-jacksonville-naval-station-mayport-holy-family-by-the-sea-641ec31f; us-fl-jacksonville-st-ephrem-syrian-582cdbbe; us-fl-jacksonville-st-francis-choe-korean-f14317dd; us-fl-mayo-our-lady-of-guadalupe-6448e1c6; us-fl-st-augustine-flagler-college-newman-center-0f35b9b7,Crucifixion; Flagler College Newman Center; Holy Cross Catholic Mission; Holy Rosary; Korean Chapel of St. Francis Choe; Mission of Our Lady of Guadalupe; Naval Station Mayport (Holy Family by the Sea); Our Lady of Consolation; St. Ephrem (Syrian); St. John the Evangelist; St. Stephen,7,Bunnell; Callahan; Cross City; Interlachen; Jacksonville; Mayo; St. Augustine,florida,11,1,2025-09-01,2025-09-01,False,True,False,2025,high
Philip Tran,Father,Philip,,Tran,Priest,Priest,1,us-fl-coral-gables-church-of-the-little-flower-0ead21df,Little Flower,1,Coral Gables,florida,1,1,2024-06-20,2024-06-20,False,False,True,2024,high
Philip Tres,Fr.,Philip,,Tres,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Philip Trinidad,Fr.,Philip,,Trinidad,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Philip Una,Fr.,Philip,,Una,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Philip Vadakkekara,Rev.,Philip,,Vadakkekara,Priest,Priest,1,us-nj-raritan-st-joseph-holy-trinity-parish-52ba5810,St. Joseph (Holy Trinity Parish),1,Raritan,new_jersey,1,1,2025-11-30,2025-11-30,False,True,False,2025,high
Philip Van,Father,Philip,,Van,Priest,Priest,2,us-mo-kirksville-mary-immaculate-bf0a9ee2; us-mo-novinger-st-rose-of-lima-4645ef6d,Mary Immaculate; Mission of St. Rose of Lima,2,Kirksville; Novinger,missouri,2,1,2023-12-03,2023-12-03,False,False,False,2023,high
Philip Vanderlin,Fr.,Philip,,Vanderlin,Priest,Priest,6,us-in-saint-meinrad-our-lady-of-monte-cassino-shrine-140fceea; us-in-saint-meinrad-saint-meinrad-archabbey-our-lady-of-einsiedeln-church-c5353a66; us-in-st-meinrad-archabbatial-church-of-our-lady-of-einsiedeln-758556c5; us-wy-alta-chapel-of-the-sacred-heart-80a26f2f; us-wy-jackson-our-lady-of-the-mountains-40fb54d9; us-wy-jackson-sacred-heart-603709cc,"Archabbatial Church of Our Lady of Einsiedeln; Chapel of the Sacred Heart; Chapel of the Sacred Heart Mission; Our Lady of Monte Cassino Shrine; Our Lady of the Mountains; St. Meinrad Archabbey, Our Lady of Einsiedeln Church",4,Alta; Jackson; Saint Meinrad; St. Meinrad,indiana; wyoming,6,1,2026-02-22,2026-02-22,True,False,False,2026,high
Philip Ven,Fr.,Philip,,Ven,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Philip Wal,Deacon,Philip,,Wal,Deacon,Deacon,2,us-il-calumet-city-jesus-shepherd-of-souls-parish-our-lady-of-knock-57b58cd2; us-il-calumet-city-st-andrew-60ba14fc,"Jesus, Shepherd of Souls Parish-Our Lady of Knock; St. Andrew the Apostle",1,Calumet City,illinois,2,0,,,False,False,False,,high
Philip Wanek,Deacon,Philip,,Wanek,Deacon,Deacon,3,us-wy-alta-chapel-of-the-sacred-heart-80a26f2f; us-wy-jackson-our-lady-of-the-mountains-40fb54d9; us-wy-jackson-sacred-heart-603709cc,Chapel of the Sacred Heart; Chapel of the Sacred Heart Mission; Our Lady of the Mountains,2,Alta; Jackson,wyoming,3,1,2024-09-01,2024-09-01,False,False,True,2024,high
Philip Waters,Fr.,Philip,,Waters,Priest,Priest,1,us-nj-newark-st-marys-abbey-church-benedictine-monks-of-newark-abbey-b5bfb57c,Abbey Church of St. Mary’s of the Immaculate Conception (Benedictine Monks of Newark Abbey),1,Newark,new_jersey,1,0,,,False,False,False,,high
Philip Weiner,,Philip,,Weiner,priest,priest,1,us-pa-bethlehem-saint-josaphat-ukrainian-80754e13,St. Josaphat (Ukrainian),1,Bethlehem,pennsylvania,1,0,,,False,False,False,,high
Philip Wells,Fr.,Philip,,Wells,Priest,Priest,2,us-ca-carmichael-our-lady-of-the-assumption-a77e5ce5; us-ca-elk-grove-good-shepherd-4468e4ff,Good Shepherd; Our Lady of Assumption,2,Carmichael; Elk Grove,california,2,1,2022-10-16,2022-10-16,False,False,False,2022,high
Philip Whitney,Msgr.,Philip,,Whitney,Monsignor,Monsignor,1,us-la-morgan-city-sacred-heart-b6383a5a,Sacred Heart,1,Morgan City,louisiana,1,0,,,False,False,False,,high
Philip Wilhite,Fr.,Philip,,Wilhite,Priest,Priest,2,us-tx-friendswood-mary-queen-7acb4b50; us-tx-pearland-st-helen-5238518e,Mary Queen; St. Helen,2,Friendswood; Pearland,texas,2,1,2025-06-22,2025-06-22,False,True,False,2025,high
Philip Yang,Fr.,Philip,,Yang,Priest,Priest,2,us-ca-orange-st-norbert-4e2fdfb2; us-ca-san-diego-st-augustine-e94ce58e,St. Augustine; St. Norbert,2,Orange; San Diego,california,2,1,2023-03-05,2023-03-05,False,False,False,2023,high
Philippe Douglas,Dcn.,Philippe,,Douglas,Deacon,Deacon,1,us-la-scott-sts-peter-paul-e9e21dc8,Sts. Peter and Paul,1,Scott,louisiana,1,0,,,False,False,False,,high
Philippe Jean,Msgr.,Philippe,,Jean,Monsignor,Monsignor,2,us-mo-kirksville-mary-immaculate-bf0a9ee2; us-mo-novinger-st-rose-of-lima-4645ef6d,Mary Immaculate; Mission of St. Rose of Lima,2,Kirksville; Novinger,missouri,2,1,2023-07-02,2023-07-02,False,False,False,2023,high
Philippe Neri,Fr.,Philippe,,Neri,Priest,Priest,3,us-in-saint-meinrad-our-lady-of-monte-cassino-shrine-140fceea; us-in-saint-meinrad-saint-meinrad-archabbey-our-lady-of-einsiedeln-church-c5353a66; us-in-st-meinrad-archabbatial-church-of-our-lady-of-einsiedeln-758556c5,"Archabbatial Church of Our Lady of Einsiedeln; Our Lady of Monte Cassino Shrine; St. Meinrad Archabbey, Our Lady of Einsiedeln Church",2,Saint Meinrad; St. Meinrad,indiana,3,0,,,False,False,False,,high
Philippe Vallin,,Philippe,,Vallin,priest,priest,1,us-oh-worthington-st-michael-the-archangel-8b61a971,St. Michael the Archangel,1,Worthington,ohio,1,1,2025-04-20,2025-04-20,False,True,False,2025,high
Phillip Alcon,Rev.,Phillip,,Alcon,Priest,Priest,1,us-hi-honolulu-newman-centerholy-spirit-97716928,Newman Center/Holy Spirit,1,Honolulu,hawaii,1,1,2024-07-20,2024-07-20,False,False,True,2024,high
Phillip Ashton,Sr.,Phillip,,Ashton,Sister,Sister,1,us-md-baltimore-st-ambrose-82571ced,St. Ambrose,1,Baltimore,maryland,1,1,2025-08-10,2025-08-10,False,True,False,2025,high
Phillip Brown,Fr.,Phillip,,Brown,Priest,Priest,3,us-md-baltimore-ascension-d7db443c; us-md-elkridge-st-augustine-91769a10; us-nd-bismarck-corpus-christi-0a3bbdfd,Ascension; Corpus Christi; St. Augustine,3,Baltimore; Bismarck; Elkridge,maryland; north_dakota,3,1,2024-05-19,2024-05-19,False,False,True,2024,high
Phillip Claussen,Bishop,Phillip,,Claussen,Bishop,Bishop,1,us-in-hobart-st-bridget-22e73aa9,St. Bridget,1,Hobart,indiana,1,0,,,False,False,False,,high
Phillip Clement,Rev.,Phillip,,Clement,Priest,Priest,1,us-fl-saint-petersburg-blessed-trinity-369e0b6b,Blessed Trinity,1,Saint Petersburg,florida,1,1,2023-05-28,2023-05-28,False,False,False,2023,high
Phillip Collins,Br.,Phillip,,Collins,Brother,Brother,2,us-co-fort-collins-saint-john-xxiii-ruthenian-0c24d870; us-co-fort-collins-st-john-xxiii-colorado-state-university-5bca8ee9,St. John XXIII (Colorado State University); St. John XXIII (Ruthenian),1,Fort Collins,colorado,2,0,,,False,False,False,,high
Phillip Cover,Fr.,Phillip,,Cover,Priest,Priest,1,us-in-oxford-st-patrick-504d25bd,St. Patrick,1,Oxford,indiana,1,1,2023-10-08,2023-10-08,False,False,False,2023,high
Phillip Donlan,Fr.,Phillip,,Donlan,Priest,Priest,1,us-ca-santa-rosa-star-of-the-valley-8a227921,Star of the Valley,1,Santa Rosa,california,1,1,2026-01-04,2026-01-04,True,False,False,2026,high
Phillip Fragassi,Deacon,Phillip,,Fragassi,Deacon,Deacon,1,us-il-wadsworth-st-patrick-26ab4e51,St. Patrick,1,Wadsworth,illinois,1,0,,,False,False,False,,high
Phillip Ganir,Fr.,Phillip,,Ganir,Priest,Priest,1,us-hi-honolulu-newman-centerholy-spirit-97716928,Newman Center/Holy Spirit,1,Honolulu,hawaii,1,1,2024-07-20,2024-07-20,False,False,True,2024,high
Phillip Gibbs,Rev.,Phillip,,Gibbs,Priest,Priest,1,us-ia-dubuque-church-of-the-resurrection-13ef6acd,Resurrection,1,Dubuque,iowa,1,1,2026-02-22,2026-02-22,True,False,False,2026,high
Phillip Green,Deacon,Phillip,,Green,Deacon,Deacon,3,us-mi-centreville-st-clare-mission-59f9d8a1; us-mi-colon-st-barbara-mission-parish-e2608925; us-mi-three-rivers-immaculate-conception-church-7a886f32,Immaculate Conception; St. Barbara Mission Parish; St. Clare Mission,3,Centreville; Colon; Three Rivers,michigan,3,1,2024-04-15,2024-04-15,False,False,True,2024,high
Phillip Hagerty,Rev.,Phillip,,Hagerty,Priest,Priest,1,us-va-arlington-our-lady-queen-of-peace-e68577e2,"Our Lady, Queen of Peace",1,Arlington,virginia,1,0,,,False,False,False,,high
Phillip Hankinson,Father,Phillip,,Hankinson,Priest,Priest,2,us-pa-fairless-hills-saint-frances-cabrini-56b85a17; us-pa-fairless-hills-st-frances-cabrini-74f63ebc,Saint Frances Cabrini; St. Frances Cabrini,1,Fairless Hills,pennsylvania,2,0,,,False,False,False,,high
Phillip Harcum,Deacon,Phillip,,Harcum,Deacon,Deacon,1,us-md-baltimore-st-bernardine-33ccfe2d,St. Bernardine,1,Baltimore,maryland,1,0,,,False,False,False,,high
Phillip Henneman,Dcn.,Phillip,,Henneman,Deacon,Deacon,7,us-mn-battle-lake-our-lady-of-the-lake-934d1738; us-mn-brandon-st-ann-814ea9cb; us-mn-henning-st-edward-47070457; us-mn-millerville-our-lady-of-seven-dolors-f6d17fd6; us-mn-parkers-prairie-st-william-a9de9d83; us-mn-underwood-st-james-62b1ef23; us-mn-urbank-sacred-heart-62dc981f,Our Lady of Seven Dolors; Our Lady of the Lake; Sacred Heart; St. Ann; St. Edward; St. James; St. William,7,Battle Lake; Brandon; Henning; Millerville; Parkers Prairie; Underwood; Urbank,minnesota,7,0,,,False,False,False,,high
Phillip J. Dufour,Rev.,Phillip,J.,Dufour,Priest,Priest,1,us-ri-johnston-st-rocco-41d0b51b,St. Rocco,1,Johnston,rhode_island,1,0,,,False,False,False,,high
Phillip Kelly,Deacon,Phillip,,Kelly,Deacon,Deacon,1,us-ca-anaheim-annunciation-ruthenian-14eeea79,Annunciation (Ruthenian),1,Anaheim,california,1,0,,,False,False,False,,high
Phillip Kiley,Rev.,Phillip,,Kiley,Priest,Priest,2,us-il-chicago-our-lady-of-the-rosary-parish-st-bartholomew-28daed96; us-il-chicago-st-pascal-church-our-lady-of-the-rosary-parish-1d2a4eb3,St Pascal Catholic Church (Our Lady Of The Rosary Parish); St. Bartholomew,1,Chicago,illinois,2,1,2024-04-14,2024-04-14,False,False,True,2024,high
Phillip Kilinski,Sr.,Phillip,,Kilinski,Sister,Sister,1,us-fl-clermont-st-faustina-catholic-church-15fab5b0,St. Faustina Catholic Church,1,Clermont,florida,1,1,2024-12-20,2024-12-20,False,False,True,2024,high
Phillip Latiff,Dcn.,Phillip,,Latiff,Deacon,Deacon,1,us-ky-lexington-st-peter-4fe193ab,St. Peter,1,Lexington,kentucky,1,0,,,False,False,False,,high
Phillip Leach,Fr.,Phillip,,Leach,Priest,Priest,1,us-nc-hope-mills-good-shepherd-ad031fc5,Good Shepherd,1,Hope Mills,north_carolina,1,0,,,False,False,False,,high
Phillip Leonard,Dcn.,Phillip,,Leonard,Deacon,Deacon,1,us-il-elmhurst-mary-queen-of-heaven-dd003fba,Mary Queen of Heaven,1,Elmhurst,illinois,1,0,,,False,False,False,,high
Phillip M. Cozzi,Rev.,Phillip,M.,Cozzi,Priest,Priest,1,us-va-annandale-st-ambrose-55a4c411,St. Ambrose,1,Annandale,virginia,1,1,2025-08-17,2025-08-17,False,True,False,2025,high
Phillip Mayfield,Fr.,Phillip,,Mayfield,Priest,Priest,1,us-mi-monroe-st-john-the-baptist-c4dc34db,St. John the Baptist,1,Monroe,michigan,1,1,2021-08-01,2021-08-01,False,False,False,2021,high
Phillip Nolan,Father,Phillip,,Nolan,Priest,Priest,4,us-il-kincaid-st-rita-e97b3495; us-il-stonington-holy-trinity-f4dfcae6; us-il-taylorville-st-mary-cc3745dc; us-pa-taylor-saint-mary-byzantine-569a8cd6,Holy Trinity; St. Mary; St. Mary (Byzantine); St. Rita,4,Kincaid; Stonington; Taylor; Taylorville,illinois; pennsylvania,4,0,,,False,False,False,,high
